代碼,公司名,
79306,GIS永豐7B購01,
79307,A50正2統一81購02,
79308,旺宏統一81購02,
79309,旺宏統一81購03,
07930P,台灣50群益7C售01,
79310,旺宏統一83購01,
79311,旺宏統一83購02,
79312,旺宏統一83購03,
79313,旺宏統一83購04,
79314,晶電統一82購01,
79315,晶電統一82購02,
79316,晶電統一82購03,
79317,玉晶光統一81購01,
79318,嘉聯益統一81購01,
79319,上証2X元富7B購05,
07931P,儒鴻群益7C售04,
79320,A50正2元富7B購03,
79321,美律元富7B購03,
79322,GIS元富7B購01,
79323,臺股指元富7B購01,
79324,元金2X群益7B購01,
79325,東聯群益7B購01,
79326,上銀群益7B購10,
79327,為升群益7B購03,
79328,鴻海群益7B購14,
79329,台積電群益7B購13,
07932P,儒鴻元大7C售01,
79330,宏碁群益7B購02,
79331,大同群益7B購02,
79332,技嘉群益7B購02,
79333,晶電群益7B購08,
79334,宏達電群益7B購03,
79335,玉晶光群益7B購02,
79336,創意群益7B購06,
79337,台勝科群益7B購07,
79338,臺股指群益7B購01,
79339,臺股指群益7B購02,
07933P,GIS元大7C售05,
79340,臺股指群益7B購03,
79341,臺股指群益7B購04,
79342,臺股指群益7B購05,
79343,臺股指群益7B購06,
79344,MSCI中台新7B購01,
79345,華夏台新7B購01,
79346,滬深2X富邦7B購03,
79347,深100富邦81購01,
79348,聚陽富邦7B購01,
79349,旺宏富邦7B購03,
07934P,台灣50元富81售01,
79350,旺宏富邦81購01,
79351,旺宏富邦81購02,
79352,南亞科富邦7C購03,
79353,晶電富邦7B購03,
79354,晶電富邦7C購01,
79355,大成鋼第一7B購01,
79356,台苯中信7B購01,
79357,微星中信7B購01,
79358,創意康和7B購01,
79359,晶電元富7B購01,
07935P,台灣50永豐7C售01,
79360,晶電元富7C購01,
79361,世芯元富7B購01,
79362,南亞統一81購01,
79363,東聯統一81購01,
79364,南亞科統一81購01,
79365,晶電統一81購01,
79366,中石化永豐7B購02,
79367,亞德客永豐7B購01,
79368,中纖永豐7B購01,
79369,旺宏永豐7B購07,
07936P,台灣50中信86售01,
79370,晶電永豐7B購05,
79371,國喬台新7B購01,
79372,全新台新7C購01,
79373,滬深2X元大7B購12,
79374,泰山元大7B購01,
79375,台苯元大7B購02,
79376,中石化元大7B購02,
79377,中石化元大7B購03,
79378,華榮元大7B購01,
79379,中纖元大7B購02,
07937P,奇力新中信7C售02,
79380,上銀元大7B購10,
79381,為升元大7B購04,
79382,鴻海元大7B購09,
79383,宏達電元大7B購01,
79384,玉山金元大7B購01,
79385,和碩元大7B購01,
79386,臺股指元大7B購18,
79387,台苯凱基7B購01,
79388,中石化凱基7B購02,
79389,旺宏凱基7B購02,
07938P,台灣50兆豐82售01,
79390,技嘉凱基7B購02,
79391,微星凱基7B購02,
79392,晶電凱基7B購02,
79393,晶電凱基7B購03,
79394,晶電凱基7C購01,
79395,中工凱基7B購01,
79396,麗豐凱基7B購02,
79397,康普凱基7B購03,
79398,A50正2群益7B購13,
79399,國喬群益7B購02,
07939P,台灣50日盛7C售01,
79400,聚陽群益7B購01,
79401,東聯群益7B購02,
79402,大成鋼群益7B購08,
79403,上銀群益7B購11,
79404,鴻海群益7B購15,
79405,旺宏群益7B購05,
79406,宏碁群益7B購03,
79407,大同群益7B購03,
79408,晶電群益7B購09,
79409,宏達電群益7B購04,
07940P,台灣50凱基7C售02,
79410,台勝科群益7B購08,
79411,技嘉國泰7B購01,
79412,微星國泰7B購02,
79413,宏達電國泰7B購01,
79414,台勝科國泰7B購01,
79415,滬深2X富邦7C購01,
79416,葡萄王富邦7C購01,
79417,為升富邦7C購01,
79418,台積電富邦7C購03,
79419,技嘉富邦7C購01,
07941P,鴻海凱基7C售03,
79420,聯發科富邦7C購05,
79421,全新富邦7B購02,
79422,亞光富邦7B購02,
79423,明泰富邦7B購01,
79424,群創富邦7C購01,
79425,嘉聯益第一7B購01,
79426,上証2X中信7B購02,
79427,中石化中信7B購01,
79428,上証2X元富7B購06,
79429,上証2X群益7B購21,
07942P,台灣50群益7C售02,
79430,A50正2群益7B購14,
79431,華夏群益7B購01,
79432,中纖群益7B購01,
79433,大成鋼群益7B購09,
79434,鴻海群益7B購16,
79435,台積電群益7B購16,
79436,宏碁群益7B購04,
79437,南亞科群益7B購06,
79438,全新群益7B購02,
79439,台勝科群益7B購09,
07943P,儒鴻群益7C售05,
79440,智易群益7B購02,
79441,上証2X永豐7B購02,
79442,遠東新永豐7B購01,
79443,華新永豐7B購02,
79444,旺宏永豐7B購08,
79445,旺宏永豐7B購09,
79446,美律永豐7B購04,
79447,晶電永豐7B購06,
79448,可成永豐7B購02,
79449,康控永豐7B購02,
07944P,台灣50國票7C售01,
79450,嘉聯益永豐7B購07,
79451,華新台新7C購02,
79452,台苯凱基7C購01,
79453,中石化凱基7B購04,
79454,中石化凱基7B購05,
79455,微星凱基7B購03,
79456,晶電凱基7C購02,
79457,全新凱基7B購03,
79458,新光金凱基7B購01,
79459,永豐金凱基7B購01,
07945P,台灣50台新81售02,
79460,康控凱基7B購01,
79461,嘉聯益凱基7B購01,
79462,中石化日盛7B購01,
79463,鴻海日盛7B購04,
79464,旺宏日盛7B購04,
79465,宏達電日盛7B購01,
79466,GIS日盛7B購02,
79467,晶電國票7B購02,
79468,全新國票7B購02,
79469,玉晶光國票7B購01,
07946P,台灣50元大7C售02,
79470,玉晶光國泰7C購01,
79471,京鼎國泰7C購01,
79472,嘉聯益國泰7B購02,
79473,嘉聯益國泰81購02,
79474,台虹國泰7B購01,
79475,華邦電永昌7C購01,
79476,可成富邦81購01,
79477,開發金富邦7C購01,
79478,康控富邦81購01,
79479,嘉聯益富邦7B購01,
07947P,可成元大7C售05,
79480,滬深2X元大7B購13,
79481,台塑元大7B購03,
79482,南亞元大7B購02,
79483,台化元大7B購01,
79484,華新元大7B購03,
79485,大成鋼元大7B購06,
79486,上銀元大7B購11,
79487,上銀元大7B購12,
79488,上銀元大7B購13,
79489,鴻海元大7B購10,
07948P,世芯元大7C售01,
79490,鴻海元大7C購02,
79491,台積電元大7B購09,
79492,台積電元大7B購10,
79493,南亞科元大7B購03,
79494,創意元大7B購02,
79495,創意元大7B購03,
79496,瀚宇博元大7B購03,
79497,達運元大7B購01,
79498,嘉聯益元大7B購02,
79499,樺漢元大7B購01,
07949P,台灣50元富81售02,
79500,GIS元大7B購06,
79501,GIS元大7C購02,
79502,台泥凱基7B購01,
79503,遠東新凱基7B購01,
79504,大同凱基7B購01,
79505,大同凱基7B購02,
79506,全新凱基7B購04,
79507,冠德凱基7B購01,
79508,大立光凱基7B購07,
79509,大立光凱基7B購08,
07950P,元油2X元富7C售01,
79510,大立光凱基7B購09,
79511,玉晶光凱基7B購03,
79512,新唐凱基7B購01,
79513,中租凱基7B購01,
79514,A50正2日盛7B購01,
79515,台積電日盛7B購01,
79516,大立光日盛7B購01,
79517,緯創日盛7B購01,
79518,玉晶光兆豐7B購02,
79519,遠東新元大7B購01,
07951P,宏碁元富7C售03,
79520,聚陽元大7B購01,
79521,潤隆元大7B購01,
79522,技嘉元大7B購02,
79523,潤泰全元大7B購02,
79524,嘉聯益元大7B購03,
79525,台郡元大7B購03,
79526,GIS元大7B購07,
79527,東聯永豐7B購01,
79528,旺宏永豐7C購02,
79529,玉晶光永豐7B購03,
07952P,德律康和7C售01,
79530,致伸永豐7B購01,
79531,嘉聯益永豐7B購08,
79532,啟碁永豐7B購01,
79533,捷敏永豐7B購01,
79534,至上永豐7B購01,
79535,大立光台新7B購01,
79536,玉晶光台新7B購02,
79537,GIS台新7B購01,
79538,上証2X群益7B購22,
79539,SP黃豆群益7B購01,
07953P,台灣50中信7C售05,
79540,元日2X群益7B購01,
79541,力麗群益7B購01,
79542,華新群益7B購01,
79543,鴻海群益7B購18,
79544,台積電群益7B購17,
79545,旺宏群益7B購06,
79546,智邦群益7B購01,
79547,南亞科群益7B購07,
79548,可成群益7B購09,
79549,大立光群益7B購04,
07954P,台灣50兆豐84售01,
79550,大立光群益7B購05,
79551,大立光群益7B購06,
79552,大立光群益7B購07,
79553,大立光群益7B購08,
79554,大立光群益7B購09,
79555,大立光群益7B購10,
79556,大立光群益7B購11,
79557,大立光群益7B購12,
79558,新唐群益7B購02,
79559,T50反1中信7B購04,
07955P,台灣50國票7C售02,
79560,華通中信7B購02,
79561,旺宏中信7C購02,
79562,大同中信7B購01,
79563,友達中信7C購01,
79564,全新中信81購01,
79565,GIS中信7B購06,
79566,台勝科統一81購01,
79567,樺漢統一81購01,
79568,康控康和7B購01,
79569,嘉聯益康和7B購02,
07956P,台灣50群益7C售03,
79570,大立光元富7B購01,
79571,大立光元富7B購02,
79572,大立光元富7B購03,
79573,大立光元富7B購04,
79574,華邦電玉山7C購02,
79575,台積電國泰7B購01,
79576,晶電國泰7C購01,
79577,全新國泰7C購03,
79578,國喬富邦7C購01,
79579,台積電富邦7C購05,
07957P,鴻海日盛7C售01,
79580,大立光富邦7B購06,
79581,大立光富邦7B購07,
79582,大立光富邦7C購01,
79583,大立光富邦7C購02,
79584,康控富邦7B購02,
79585,新光鋼第一7B購01,
79586,新光金第一7B購01,
79587,大立光第一7B購01,
79588,永冠凱基7C購02,
79589,台光電凱基7B購03,
07958P,鴻海永昌7C售03,
79590,景碩凱基7B購03,
79591,貿聯凱基7B購02,
79592,TPK凱基7B購02,
79593,台郡凱基7B購03,
79594,亞泥日盛7B購01,
79595,遠東新日盛7B購01,
79596,聯發科日盛7B購02,
79597,元上證元大7B購01,
79598,上証2X元大7B購08,
79599,A50正2元大7B購04,
07959P,台灣50永豐7C售03,
79600,力山元大7B購01,
79601,東聯元大7B購02,
79602,上銀元大7B購14,
79603,為升元大7B購05,
79604,鴻海元大7B購11,
79605,全新元大7B購06,
79606,國泰金元大7B購01,
79607,智易元大7B購02,
79608,GIS元大7B購08,
79609,大立光中信7C購02,
07960P,台灣50元大7C售03,
79610,滬深2X群益7C購04,
79611,滬深2X群益7C購05,
79612,FBVIX群益7C購01,
79613,為升群益7B購04,
79614,鴻海群益7B購20,
79615,旺宏群益7B購07,
79616,旺宏群益7B購08,
79617,旺宏群益7C購01,
79618,旺宏群益7C購02,
79619,智邦群益7B購02,
07961P,奇力新元大7C售04,
79620,技嘉群益7B購03,
79621,南亞科群益7B購08,
79622,可成群益7B購10,
79623,大立光群益7B購20,
79624,緯創群益7B購02,
79625,京鼎群益7B購02,
79626,GIS群益7B購07,
79627,上証2X永豐7B購03,
79628,滬深2X永豐7B購01,
79629,A50正2永豐7B購02,
07962P,玉晶光元大7C售03,
79630,旺宏永豐7B購10,
79631,智邦永豐7B購02,
79632,微星永豐7B購02,
79633,晶電永豐7B購07,
79634,全新永豐7B購03,
79635,玉晶光永豐7B購04,
79636,智易永豐7B購01,
79637,瀚宇博永豐7B購04,
79638,旺宏台新7B購02,
79639,智邦台新7B購02,
07963P,台灣50元富82售01,
79640,康控台新7B購01,
79641,台虹國泰7B購02,
79642,台苯富邦7C購01,
79643,上銀富邦7C購01,
79644,旺宏富邦81購04,
79645,滬深2X元富7B購04,
79646,A50正2元富7B購04,
79647,東聯元富7B購01,
79648,上銀元富7B購02,
79649,晶電元富7B購02,
07964P,台灣50統一84售01,
79650,強茂元富7B購02,
79651,亞光元富7B購03,
79652,玉晶光元富7B購02,
79653,康普元富7B購03,
79654,滬深2X統一81購02,
79655,旺宏統一81購04,
79656,長榮統一81購01,
79657,大立光統一81購04,
79658,大立光統一81購05,
79659,大立光統一82購02,
07965P,台灣50中信7C售06,
79660,上証2X中信7B購03,
79661,旺宏中信81購01,
79662,至上中信7B購01,
79663,正新日盛7B購01,
79664,元大金日盛7B購01,
79665,中租日盛7B購01,
79666,旺宏元富7B購02,
79667,旺宏元富7B購03,
79668,美律元富7B購04,
79669,晶電元富7B購03,
07966P,台灣50凱基83售01,
79670,台苯統一81購01,
79671,宏碁統一81購01,
79672,強茂統一81購01,
79673,統一永豐7B購01,
79674,旺宏永豐7B購11,
79675,晶電永豐7B購08,
79676,大立光永豐7B購06,
79677,嘉澤永豐7B購02,
79678,瀚宇博永豐7B購05,
79679,台苯台新7B購01,
07967P,台灣50元大7C售04,
79680,和大台新7C購01,
79681,技嘉台新7B購01,
79682,大立光台新7C購01,
79683,聚陽宏遠7B購01,
79684,亞德客宏遠7B購01,
79685,潤隆宏遠7B購01,
79686,智邦宏遠7B購01,
79687,至上宏遠7B購01,
79688,旺宏凱基7C購03,
79689,美律凱基7B購02,
07968P,嘉聯益元大7C售03,
79690,宏盛凱基7B購01,
79691,宏盛凱基7B購02,
79692,訊芯凱基7B購01,
79693,訊芯凱基7B購02,
79694,T50反1群益7B購03,
79695,上証2X群益7B購23,
79696,滬深2X群益7C購06,
79697,FBVIX群益7B購01,
79698,中石化群益7B購01,
79699,中石化群益7B購02,
07969P,台灣50國票7C售03,
79700,鴻海群益7B購22,
79701,台積電群益7B購20,
79702,旺宏群益7B購09,
79703,技嘉群益7B購04,
79704,南亞科群益7B購09,
79705,美律群益7B購01,
79706,新光金群益7B購02,
79707,潤泰全群益7B購01,
79708,大立光群益7B購22,
79709,亞光群益7B購03,
07970P,晶電永豐7C售04,
79710,鎧勝群益7B購01,
79711,GIS群益7B購08,
79712,元上證元大7B購02,
79713,國喬元大7B購02,
79714,華新元大7B購04,
79715,台積電元大7B購12,
79716,華邦電元大7B購01,
79717,南亞科元大7B購05,
79718,晶電元大7B購07,
79719,晶電元大7B購08,
07971P,全新永豐7C售02,
79720,聯發科元大7B購01,
79721,大立光元大7B購10,
79722,大立光元大7B購11,
79723,大立光元大7B購14,
79724,大立光元大7B購15,
79725,大立光元大7B購16,
79726,嘉晶元大7B購02,
79727,康控元大7B購01,
79728,訊芯元大7B購01,
79729,台苯國泰7B購01,
07972P,嘉聯益永豐7C售02,
79730,嘉晶國泰7C購02,
79731,嘉澤國泰7C購01,
79732,康控國泰81購01,
79733,大立光永昌7B購02,
79734,上銀永昌7B購01,
79735,滬深2X富邦7C購02,
79736,A50正2富邦7C購01,
79737,中石化富邦7B購02,
79738,和大富邦7B購01,
79739,微星富邦7B購02,
07973P,鴻海台新7C售02,
79740,廣達富邦7B購01,
79741,京鼎富邦7C購01,
79742,台勝科富邦7C購01,
79743,祥碩富邦7B購01,
79744,A50正2中信7B購03,
79745,大同第一7B購01,
79746,台勝科第一7B購02,
79747,智易第一7B購01,
79748,智伸科第一7B購01,
79749,華通元大7B購02,
07974P,華通元富7C售02,
79750,鴻海元大7B購12,
79751,智邦元大7B購03,
79752,大同元大7B購05,
79753,微星元大7B購04,
79754,南亞科元大7B購06,
79755,立隆電元大7B購01,
79756,冠德元大7B購01,
79757,景碩元大7B購02,
79758,台勝科元大7B購06,
79759,台勝科元大7B購07,
07975P,台灣50統一84售02,
79760,嘉澤元大7B購01,
79761,康普元大7B購04,
79762,台郡元大7B購04,
79763,GIS元大7B購09,
79764,至上元大7B購01,
79765,鴻海凱基7B購04,
79766,鴻海凱基7B購05,
79767,鴻海凱基7B購06,
79768,旺宏凱基7B購03,
79769,宏碁凱基7B購04,
07976P,儒鴻統一7C售01,
79770,宏碁凱基7B購05,
79771,元大金凱基7B購02,
79772,玉山金日盛7B購01,
79773,兆豐金日盛7B購01,
79774,力山永豐7B購01,
79775,鴻海永豐7B購02,
79776,英業達永豐7B購01,
79777,興勤永豐7B購01,
79778,全新永豐7B購04,
79779,宏盛永豐7B購01,
07977P,嘉聯益康和7C售01,
79780,奇鋐永豐7B購01,
79781,亞光永豐7B購02,
79782,T50反1群益7B購04,
79783,中石化群益81購01,
79784,鴻海群益7B購24,
79785,台積電群益7B購22,
79786,新光金群益7B購03,
79787,潤泰全群益7B購02,
79788,亞光群益7B購04,
79789,GIS群益7B購09,
07978P,聯電麥證7C售02,
79790,聯電台新81購01,
79791,旺宏台新7B購03,
79792,南亞科台新81購01,
79793,台泥國泰7B購01,
79794,大立光國泰7B購01,
79795,康控國泰81購02,
79796,瀚宇博國泰7B購02,
79797,上証2X富邦81購01,
79798,台苯元富7B購01,
79799,鴻海元富7B購01,
07979P,鴻海麥證81售02,
79800,宏達電統一81購01,
79801,全新中信83購01,
79802,麗豐中信81購01,
79803,T50反1群益7B購05,
79804,上証2X群益7B購24,
79805,滬深2X群益7B購13,
79806,滬深2X群益7B購14,
79807,滬深2X群益81購01,
79808,A50正2群益7B購15,
79809,中石化群益7B購03,
07980P,台灣50中信83售01,
79810,鴻海群益7B購25,
79811,台積電群益7B購23,
79812,旺宏群益7B購10,
79813,旺宏群益81購01,
79814,旺宏群益81購02,
79815,華邦電群益7B購02,
79816,智邦群益7B購03,
79817,大同群益7B購04,
79818,美律群益7B購02,
79819,強茂群益7B購02,
07981P,聯電中信7C售01,
79820,大立光群益7B購24,
79821,嘉晶群益7B購01,
79822,京鼎群益7B購03,
79823,創意群益7B購07,
79824,貿聯群益7B購02,
79825,GIS群益7B購10,
79826,友訊永豐7B購01,
79827,凌陽永豐7B購01,
79828,立隆電永豐7B購01,
79829,立隆電永豐7B購02,
07982P,台灣50凱基86售01,
79830,景碩永豐7B購02,
79831,京鼎永豐7B購01,
79832,瀚宇博永豐7B購06,
79833,達方永豐7B購04,
79834,達方永豐7B購05,
79835,達方永豐7B購06,
79836,MSCI中台新81購01,
79837,宏達電台新7B購02,
79838,富邦金台新81購01,
79839,達方國泰7B購01,
07983P,聯發科凱基7C售01,
79840,中鋼永昌81購01,
79841,鴻海永昌7B購02,
79842,強茂富邦7B購03,
79843,智原富邦81購01,
79844,上証2X元大7B購09,
79845,滬深2X元大7B購14,
79846,A50正2元大7B購05,
79847,台苯元大7B購03,
79848,儒鴻元大7B購01,
79849,旺宏元大7B購05,
07984P,GIS凱基7C售02,
79850,旺宏元大7B購06,
79851,旺宏元大7B購07,
79852,聯發科元大7B購02,
79853,立隆電元大7B購02,
79854,立隆電元大7B購03,
79855,可成元大7B購03,
79856,宏盛元大7B購02,
79857,群創元大7B購04,
79858,康普元大7B購05,
79859,康控元大7B購02,
07985P,台灣50台新81售04,
79860,長虹元大7B購01,
79861,訊芯元大7B購02,
79862,TXFI8元大78購01,
79863,TXFI8元大78購02,
79864,上銀統一81購05,
79865,宏盛統一81購02,
79866,廣華元富83購01,
79867,宏碁元富7B購02,
79868,微星元富7B購02,
79869,聯發科元富7B購02,
07986P,聯電元富7C售03,
79870,國泰金元富7B購01,
79871,群創元富7B購01,
79872,麗豐元富7B購02,
79873,矽格元富7B購01,
79874,啟碁元富83購01,
79875,台虹元富7B購01,
79876,永豐金日盛7B購01,
79877,葡萄王凱基7B購02,
79878,鴻海凱基7B購07,
79879,鴻海凱基7B購08,
07987P,鴻海元富7C售03,
79880,旺宏凱基81購01,
79881,德律第一7B購01,
79882,FB上証群益7B購06,
79883,T50反1群益7B購06,
79884,上証2X群益7B購25,
79885,CFA50群益7B購06,
79886,A50正2群益7B購16,
79887,和大群益7B購05,
79888,鴻海群益7B購26,
79889,華邦電群益7B購03,
07988P,台灣50元大81售01,
79890,智邦群益7B購04,
79891,燿華群益7B購01,
79892,南亞科群益7B購10,
79893,全新群益7B購03,
79894,可成群益7B購11,
79895,強茂群益7B購03,
79896,景碩群益7B購02,
79897,創意群益7B購08,
79898,GIS群益7B購11,
79899,T50反1中信7B購05,
07989P,聯電元大7C售02,
79900,T50反1中信83購03,
79901,晶電中信82購01,
79902,景碩中信81購01,
79903,CFA50元大7B購02,
79904,CFA50元大7B購03,
79905,和大元大7B購01,
79906,鴻海元大7B購14,
79907,鴻海元大7B購15,
79908,友訊元大7B購01,
79909,宏碁元大7B購06,
07990P,臺股指元大81售02,
79910,美律元大7B購01,
79911,強茂元大7B購03,
79912,台勝科元大7B購08,
79913,麗豐元大7B購04,
79914,康控元大7B購03,
79915,樺漢元大7B購02,
79916,GIS元大7B購10,
79917,捷敏元大7B購01,
79918,華東元大7B購01,
79919,滬深2X凱基7B購10,
07991P,臺股指元大81售03,
79920,滬深2X凱基7B購11,
79921,滬深2X凱基7B購12,
79922,滬深2X凱基7B購13,
79923,滬深2X凱基83購01,
79924,滬深2X凱基83購02,
79925,滬深2X凱基83購03,
79926,滬深2X凱基83購04,
79927,中砂凱基7B購01,
79928,CFA50日盛7B購01,
79929,鴻海統一82購01,
07992P,臺股指元大81售04,
79930,華邦電統一82購01,
79931,A50正2元富7B購05,
79932,佳世達元富7B購01,
79933,大同元富7B購03,
79934,美律元富7B購06,
79935,全新元富7B購02,
79936,信邦元富83購01,
79937,智易元富83購01,
79938,中磊元富7B購01,
79939,興勤康和7B購01,
07993P,臺股指元大81售05,
79940,興勤康和7B購02,
79941,麗豐康和7B購02,
79942,上証2X永豐7B購04,
79943,滬深2X永豐7B購02,
79944,旺宏永豐7B購13,
79945,晶電永豐7B購09,
79946,嘉晶永豐7B購03,
79947,德律永豐7B購01,
79948,達運永豐7B購02,
79949,華新台新81購01,
07994P,台灣50富邦7C售02,
79950,燿華台新7B購01,
79951,微星台新81購01,
79952,美律台新7B購01,
79953,晶電台新7B購01,
79954,潤泰全台新81購01,
79955,大立光台新81購01,
79956,京鼎台新7B購01,
79957,TXFI8凱基78購04,
79958,TXFI8凱基78購05,
79959,TXFI8凱基78購06,
07995P,台灣50中信7C售07,
79960,嘉晶國泰81購01,
79961,台勝科國泰7B購02,
79962,T50反1富邦7B購03,
79963,華通富邦81購01,
79964,華邦電富邦7B購01,
79965,華邦電富邦81購01,
79966,智邦富邦81購01,
79967,可成富邦81購02,
79968,麗豐富邦81購01,
79969,上証2X中信83購01,
07996P,台灣50凱基86售02,
79970,微星中信7C購01,
79971,元上證群益7C購01,
79972,滬深2X群益7C購07,
79973,和大群益7C購01,
79974,華新群益7C購01,
79975,為升群益7C購01,
79976,鴻海群益7C購01,
79977,華邦電群益7C購01,
79978,致茂群益7C購01,
79979,燿華群益7C購01,
07997P,GIS凱基82售01,
79980,南亞科群益7C購01,
79981,美律群益7C購01,
79982,華晶科群益7C購01,
79983,臻鼎群益7C購01,
79984,GIS群益7C購01,
79985,上証2X元大7C購01,
79986,CFA50元大7C購01,
79987,滬深2X元大7C購02,
79988,大亞元大7C購01,
79989,鴻海元大7C購03,
07998P,臺股指群益7C售07,
79990,可成元大7C購02,
79991,創意元大7C購01,
79992,創意元大7C購02,
79993,廣達日盛7C購01,
79994,德律凱基7C購01,
79995,鴻海台新7C購01,
79996,台積電台新81購01,
79997,英業達台新81購01,
79998,德律台新7C購01,
79999,泰山永豐7C購01,
07999P,臺股指群益7C售08,
80000,亞德客國泰7C購01,
80001,新光鋼國泰7C購01,
80002,晶電國泰7C購02,
80003,立隆電國泰7C購01,
80004,晶豪科國泰7C購01,
80005,景碩國泰7C購01,
80006,TPK國泰7C購01,
80007,美律富邦83購01,
80008,強茂富邦83購01,
80009,台勝科富邦83購01,
08000P,臺股指群益7C售09,
80010,豐臺灣元富7C購01,
80011,宏盛元富7C購01,
80012,兆豐金元富7C購01,
80013,第一金元富7C購01,
80014,遠東新統一82購01,
80015,鴻海統一84購01,
80016,大同統一82購01,
80017,美律統一82購01,
80018,亞光統一82購01,
80019,台勝科統一83購01,
08001P,臺股指群益7C售10,
80020,台勝科統一83購02,
80021,GIS統一83購01,
80022,中工凱基7C購01,
80023,京鼎凱基7C購01,
80024,台新金日盛7C購01,
80025,淘帝元富7C購01,
80026,A50正2統一82購01,
80027,台泥統一82購01,
80028,強茂統一82購01,
80029,富邦金統一83購01,
08002P,臺股指群益7C售11,
80030,京鼎統一83購01,
80031,A50正2康和7C購01,
80032,晶豪科康和7C購01,
80033,上証2X元大7C購02,
80034,鴻海元大7C購04,
80035,燿華元大7C購01,
80036,全新元大7C購01,
80037,義隆元大7C購01,
80038,可成元大7C購03,
80039,亞光元大7C購01,
08003P,臺股指群益7C售12,
80040,台勝科元大7C購02,
80041,鎧勝元大7C購01,
80042,上証2X群益82購01,
80043,台泥群益7C購01,
80044,泰山群益7C購01,
80045,儒鴻群益7C購01,
80046,和大群益7C購02,
80047,華通群益7C購01,
80048,華邦電群益7C購02,
80049,致茂群益7C購02,
08004P,電子類群益7C售02,
80050,燿華群益7C購02,
80051,美律群益7C購02,
80052,聯發科群益7C購01,
80053,富邦金群益7C購01,
80054,新光金群益7C購01,
80055,德律群益7C購01,
80056,華晶科群益7C購02,
80057,台勝科群益7C購01,
80058,嘉澤群益7C購01,
80059,TPK群益7C購01,
08005P,金融類群益7C售02,
80060,中租群益7C購01,
80061,康友群益7C購01,
80062,GIS群益7C購02,
80063,達運國泰7C購01,
80064,鴻海永昌7C購01,
80065,聯發科永昌7C購01,
80066,可成永昌7C購01,
80067,富邦金永昌7C購01,
80068,富邦金永昌7C購02,
80069,大立光永昌7C購01,
08006P,康普永豐7C售02,
80070,台勝科富邦7C購02,
80071,台郡富邦81購01,
80072,上証2X永豐7C購01,
80073,A50正2永豐7C購01,
80074,鑽全永豐7C購01,
80075,和大永豐7C購01,
80076,大成鋼永豐7C購01,
80077,友訊永豐7C購01,
80078,瑞昱永豐7C購01,
80079,台勝科永豐7C購01,
08007P,台灣50國票82售01,
80080,新唐永豐7C購01,
80081,超眾永豐7C購01,
80082,強茂台新7C購01,
80083,台勝科台新7C購02,
80084,嘉澤第一7C購01,
80085,FB上証群益7C購01,
80086,泰山群益7C購02,
80087,南亞群益7C購01,
80088,儒鴻群益7C購02,
80089,和大群益7C購03,
08008P,嘉聯益統一81售02,
80090,亞德客群益7C購01,
80091,鴻海群益7C購02,
80092,廣宇群益7C購01,
80093,光磊群益7C購01,
80094,聯發科群益7C購02,
80095,雄獅群益7C購01,
80096,富邦金群益7C購02,
80097,國泰金群益7C購01,
80098,元大金群益7C購01,
80099,大立光群益7C購02,
08009P,臺股指統一7C售05,
80100,德律群益7C購02,
80101,台勝科群益7C購02,
80102,訊芯群益7C購01,
80103,矽創群益7C購01,
80104,FB上証中信7C購01,
80105,上証2X中信7C購04,
80106,滬深2X中信7C購04,
80107,台苯永豐7C購01,
80108,光磊永豐7C購01,
80109,晶電永豐7C購01,
08010P,台灣50元富7C售02,
80110,強茂永豐7C購01,
80111,智易永豐7C購01,
80112,正文永豐7C購01,
80113,聯德永豐7C購01,
80114,長虹永豐7C購01,
80115,中租永豐7C購01,
80116,亞翔永豐7C購01,
80117,光磊台新7C購01,
80118,群創台新81購01,
80119,麗豐台新7C購01,
08011P,臺股指元富7C售03,
80120,第一金日盛7C購01,
80121,和碩日盛7C購01,
80122,鴻海元大7C購05,
80123,光磊元大7C購01,
80124,光磊元大7C購02,
80125,智邦元大7C購01,
80126,宏碁元大7C購01,
80127,晶電元大7C購01,
80128,大立光元大7C購08,
80129,德律元大7C購01,
08012P,臺股指元富7C售04,
80130,景碩元大7C購01,
80131,創意元大7C購03,
80132,敦南元大7C購01,
80133,敦南元大7C購02,
80134,臺股指元大7C購08,
80135,臺股指元大7C購09,
80136,滬深2X國票7C購01,
80137,滬深2X國票7C購02,
80138,旺宏國票7C購01,
80139,旺宏國票7C購02,
08013P,台灣50康和7C售04,
80140,京鼎國票7C購01,
80141,強茂統一82購02,
80142,麗豐統一82購01,
80143,滬深2X元富83購01,
80144,台化元富7C購01,
80145,亞光康和7C購01,
80146,敦南康和7C購01,
80147,光磊凱基7C購01,
80148,致茂凱基7C購01,
80149,晶豪科凱基7C購01,
08014P,矽創康和7C售03,
80150,葡萄王麥證7C購01,
80151,中纖麥證7C購01,
80152,仁寶麥證7C購01,
80153,台積電麥證81購01,
80154,旺宏麥證81購01,
80155,順德麥證7C購01,
80156,佳世達麥證7C購01,
80157,群創麥證7C購01,
80158,台勝科麥證7C購01,
80159,CFA50玉山7C購01,
08015P,臺股指康和7C售04,
80160,可成玉山84購01,
80161,強茂國泰7C購01,
80162,大立光國泰7C購01,
80163,大立光國泰7C購02,
80164,隆達國泰81購01,
80165,GIS國泰7C購01,
